Card#,Artist,Title,Year,URL,Youtube-Title,Hashed Info
249,No Doubt,Don't Speak,1996,https://www.youtube.com/watch?v=1leInEAlbjY,No Doubt  - Don't Speak,64f6f3f6d9675435fd7c9b0ec64de13efdbe72f201fc786faa2464a95d85586d
250,The Waterboys,The Whole Of The Moon,1985,https://www.youtube.com/watch?v=sBW8Vnp8BzU,The Waterboys - The Whole of the Moon [Official HD Remastered Video],10feb0edbf0f448c4df269bb44692b3162417129958b21f720cd8620823a9eb5
251,Christina Aguilera,Genie In A Bottle,1999,https://www.youtube.com/watch?v=kIDWgqDBNXA,Christina Aguilera - Genie In A Bottle (Official Video),cc8aedb31c217d8fb7de7985e4f5de12c1d6a6a96ee99a186d02eea8dfc0aab0
252,The Police,Every Breath You Take,1983,https://www.youtube.com/watch?v=OMOGaugKpzs,The Police - Every Breath You Take (Official Music Video),b76d28067187df678c0ec77d5b5d7e7ccb97674c33b0e01390a179add62e12c8
253,Olivia Rodrigo,Drivers License,2021,https://www.youtube.com/watch?v=tNJhkrpLGT8,drivers license,d37aa1106188d27ee866f87e5dd8588e456c8f78658e55774993fed830d8e275
254,Shawn Mendes & Camila Cabello,Señorita,2019,https://www.youtube.com/watch?v=dFp_b5DPIIo,"Shawn Mendes, Camila Cabello - Señorita (Lyrics) Letra",e64b145c3e739f85359aabe2630cd7081cb268d09c9a709130c203a5fdecd8d2
255,Conny Vandenbos,Ik Ben Gelukkig Zonder Jou,1974,https://www.youtube.com/watch?v=97zOFvfypNc,Conny van den Bos - Ik Ben Gelukkig Zonder Jou (1966),6a52033f7c433fc08257c936d19249be52b49c03fd21e7e9e27c34b31e410d91
256,Dr. Alban,Sing Hallelujah!,1993,https://www.youtube.com/watch?v=pKxJca7LLNM,Dr. Alban - Sing Hallelujah (Official HD Video),7c36d4cb6937c3ef9b2d27cc3b653765c1082e71b2f36ccac3a0dab23e85cba0
257,Avicii (feat. Sandro Cavazza),Without You,2017,https://www.youtube.com/watch?v=WRz2MxhAdJo,Avicii - Without You “Audio” ft. Sandro Cavazza,c89256563a05da06fb985311c7e16837e3d5c7524bb4479a0456fe22fc3a8501
258,Diana Ross,Upside Down,1980,https://www.youtube.com/watch?v=5zyidkj2fpo,Upside Down (Original CHIC Mix),767783e7192375d02ad2973150701eeddc1a4023a08636f487eb2a948aa686ce
259,Eric Prydz,Call On Me,2004,https://www.youtube.com/watch?v=L_fCqg92qks,Eric Prydz - Call On Me,f4af95b548aa7158683ffb4666641576b4d868d855e2e01f5820290aa4e12470
260,The Everly Brothers,All I Have To Do Is Dream,1958,https://www.youtube.com/watch?v=tbU3zdAgiX8,All I Have To Do Is Dream - Everly Brothers,0db394ba354cd00bfb2cd15ee3067d275fd7ca4610ad83e5760b5725ccde6c3e
261,Fats Domino,Ain't That A Shame,1955,https://www.youtube.com/watch?v=I6JZW7zMDfY,FATS DOMINO - AIN'T THAT A SHAME 1955,badad5eb18c4369870805ada01af0b419bd5ae71ea12ef3030fdb77e5ed9c71c
262,Annie Lennox,Why,1992,https://www.youtube.com/watch?v=Io7_3tlE7h0,Why,9f23e63a90100576648338874abff46b94dd965d17fff5b0e66efd67ecaf99fb
263,Faithless,God Is a DJ,1998,https://www.youtube.com/watch?v=bhSB8EEnCAM,Faithless - God Is a DJ (Official Video),7ef9df67a370672fa57c13ceabda474cdc3b4646c02c6cf63fbf8e3395b715b3
264,Britney Spears,OOps!... I Did It Again,2000,https://www.youtube.com/watch?v=OO0aTOIU_3w,Oops!... I Did It Again,39d353c62317d2fd1c3a17aae55b84593c1622d0befeef638759316461d536c3
265,KC and the Sunshine Band,Give It Up,1982,https://www.youtube.com/watch?v=N2Gi4Y4JzOA,KC - Give It Up (Digital Video),184e9e24ec26dd928e728488538ef7ba5d88cb43a5ff75ff590f5298fb104101
266,Black Eyed Peas,Where Is The Love?,2003,https://www.youtube.com/watch?v=WpYeekQkAdc,The Black Eyed Peas - Where Is The Love? (Official Music Video),7d525252e243160c6d1d9a46fc9173106c0cab201bcaa01ed6daa322c2ea8b36
267,Modjo,Lady (Hear Me Tonight),2000,https://www.youtube.com/watch?v=vRB1MLGEHSc,Modjo - Lady (Hear Me Tonight) (Radio Edit) (HQ),b7de8bd17e941a1ba60836ef68c6615ab5d5257e4d1efcabca7e02957eaaf304
268,Harry Styles,Adore You,2019,https://www.youtube.com/watch?v=iquhBgM-Qv0,Harry Styles - Adore You (Official Audio),509340ba98b4c6798467074ceac94bf6c039a03b6385f2b4f8e06661ebc9e7bd
269,Roy Orbison,"Oh, Pretty Woman",1964,https://www.youtube.com/watch?v=9yGFWYP3310,"Roy Orbison - Oh, Pretty Woman (Lyrics)",67c5350ef79595d8ad90b82dcfa274da47904825f5d1ff7d1a0e8414221d5537
270,Sonny & Cher,I Got You Babe,1965,https://www.youtube.com/watch?v=HKGjCPBSG38,Sonny & Cher - I Got You Babe (Official Audio),213677cf436506f8b111185a335756c9c5545b7a0993094c740aedd63a2dac60
271,Akon,Lonely,2004,https://www.youtube.com/watch?v=JISlh7et1w4,Akon - Lonely,2fd776c382720b1a14a1942a55100e6ad248a7b8c47d92efc06758fdc62393c3
272,Sister Sledge,We Are Family,1979,https://www.youtube.com/watch?v=uyGY2NfYpeE,Sister Sledge - We Are Family (Official Music Video),952ecbacd4c1b4f2d1fb31ff3b836c6aa619d76f19400b4fb74563457d2de126
273,Elton John,Your Song,1970,https://www.youtube.com/watch?v=FT3D1Cu6g10,Your Song,cd4fcee7a74668065835d0ec921dc71881088260f3de52b450e29adfc26ec4a6
274,Aretha Franklin,Respect,1967,https://www.youtube.com/watch?v=9iayJ8u4Qew,Respect,b3b49901cb7f050808d3c6ba031f0fba5c8e06235f5fb0cae161398568734c4b
275,Bryan Ferry,Let's Stick Together,1976,https://www.youtube.com/watch?v=Z9EbR0ckb40,Bryan Ferry - Let's Stick Together,737fa4769c37125cfbc2cca6e7b531517bb095f45730271db5fd9596292ee1a3
276,Carly Simon,You're So Vain,1972,https://www.youtube.com/watch?v=j13oJajXx0M,Carly Simon - You're So Vain,65404ec60abd91fd489837973aaaf811874f9b6e7d67105a858596bbc1db2f8f
277,Mad'House,Like a Prayer,2002,https://www.youtube.com/watch?v=ZZm3aaOp_rE,Mad'House - Like a prayer (2002) (Clip officiel),68df050f5fb0fdf36d9e9c9d56b76b0e656e98b9417c2c2c77c3d6a9103771c7
278,Dean Martin,That's Amore,1953,https://www.youtube.com/watch?v=OnFlx2Lnr9Q,Dean Martin - That's Amore,15512ac5669d76d2812597d010eefdbbe0f2d85f464fcf96ca374f2654cefa59
279,Les Poppys,"Non, non, rien n'a changé",1971,https://www.youtube.com/watch?v=u9RkKe22TnI,"Les Poppys - Non, Non, Rien N'a Changé • TopPop",5afdda844ac80a0408a55a4ac7a301edb9de633c0598b3419750e131ef6495e4
280,Gerard Cox,1948 (Toen Was Geluk Heel Gewoon),1972,https://www.youtube.com/watch?v=CiHlrhFjNug,Gerard Cox 1948  ( toen was geluk heel gewoon ) 192TV,31d463853e2617ea9067872d6ccb8919f2393f69a6c9b951aff2dec4ff5de2a1
281,Zen,Hair,1968,https://www.youtube.com/watch?v=UFjHu5P4hO0,Zen - Hair (1968),151e589232871bf32f0a63cc871368c64f7f6c55d3537491999c9139ef31629c
282,Ed Sheeran,Bad Habits,2021,https://www.youtube.com/watch?v=ho1RzYneMtM,Ed Sheeran - Bad Habits,a2470982875a0ecc53bbcb8d3a261abb86c42259ff73c3ce16d09d9cd2308165
283,Twenty One Pilots,Stressed Out,2015,https://www.youtube.com/watch?v=pXRviuL6vMY,twenty one pilots: Stressed Out [OFFICIAL VIDEO],bd401f98ccf899e67c96cdca808b41e8959bdad82965ad910b4bd59459541380
284,Neil Diamond,Sweet Caroline,1969,https://www.youtube.com/watch?v=4F_RCWVoL4s,Neil Diamond - Sweet Caroline (Audio),23a1e787e4963cad9614f3c7e4ea73051c124b4fc71a494553aa51ad1294b2ca
285,Train,"Hey, Soul Sister",2009,https://www.youtube.com/watch?v=kVpv8-5XWOI,"Train - Hey, Soul Sister (Official Video)",2e631b35f67c4675ccfc7b47189974ec12e0c3964cc47b6abadc5ffdab34024b
286,Van McCoy,The Hustle,1975,https://www.youtube.com/watch?v=SFzMs2SN--s,Van McCoy - The Hustle (Official Music Video) [HD],79924af33f66477dbbb36f46c7ab117ee17f6fc3e51c0c8810d3c40bbe588054
287,Amy Winehouse,Rehab,2006,https://www.youtube.com/watch?v=KUmZp8pR1uc,Amy Winehouse - Rehab,e9581d4baf74336dd2b04d0113821ea755473b5eeb9ede61a0478524eb489ba7
288,Clouseau,Daar Gaat Ze,1990,https://www.youtube.com/watch?v=OSDV7IGNmwI,Clouseau - Daar Gaat Ze (Official Audio),299b5a2427eb68a17c8e33ade4190a807df28469408200393a6f72f1e30946f0
289,Boney M.,Daddy Cool,1976,https://www.youtube.com/watch?v=aOKhjCM38QQ,Boney M - Daddy Cool (Lyrics),dfe2a34dfafcebcdda4db8006c3f4d5f48eb7916cb9ec63ddc4373cb51ec498f
290,The Weeknd,Blinding Lights,2020,https://www.youtube.com/watch?v=J7p4bzqLvCw,Blinding Lights,63a3690f287fde9223b1629de83699c87ee22fd946e9a57771b574350eca9785
291,Álvaro Soler,La Cintura,2018,https://www.youtube.com/watch?v=Eg4LUvUjUWI,Alvaro Soler - La Cintura,33443116ae0689d0c9cef0a7483b4573ee432c1de535cbcacc7649978642f505
292,"Davina Michelle, Beste Zangers",Duurt Te Lang,2018,https://www.youtube.com/watch?v=n_j1clPqEvg,Davina Michelle - Duurt te lang | Beste Zangers 2018,348fc29a2e44cc0e02ea04f620e51611ace55510ace21a82e67b08266d33eb96
293,Duffy,Mercy,2008,https://www.youtube.com/watch?v=eJCrb1oNbH4,Duffy - Mercy (Lyrics),2967c570e101f9c8aba9318bd2bcccb98210390522e0f1a738a1202838dd2816
294,Katy Perry,Firework,2010,https://www.youtube.com/watch?v=pf0dhYEFn8s,Firework,523b460a3bc7ff689d0f5afec729c73940ddc82945108af770c13cd59fc3103f
295,Anneke Gronloh,Brandend Zand,1961,https://www.youtube.com/watch?v=sbPQAzVLOJo,Brandend Zand,212a9baabdd484fa28f0bc45ef018d285bc547f32d7aa0c05441d083c6e17452
296,Jay-Z & Linkin Park,Numb/Encore,2004,https://www.youtube.com/watch?v=_1oO4wzPCmE,Numb / Encore (Official Audio) - Linkin Park / JAY-Z,0757764595b0dc4865b1402f282286e562751f6bc3d745dda43f1ddc18f646e9
297,Joe Cocker,With A Little Help From My Friends,1969,https://www.youtube.com/watch?v=eXV4WyQMHFM,With A Little Help From My Friends,185cd640c388611767af86b02e42dc49ef307327af2b34ab75bf00210eaa6c3e
298,"George Baker, George Baker Selection",Una Paloma Blanca,1975,https://www.youtube.com/watch?v=R36CixkIaIc,George Baker Selection Una Paloma Blanca,6da7b49f1c23dc4aab7a67f8451d872bd7f9ac4370c3b805fcc494e161f2bc2d
299,De Poema's,Mijn Houten Hart,1999,https://www.youtube.com/watch?v=49IfhtdGs1w,De Poema's - Mijn Houten Hart,e34c847f747e8a1470bb91ae05b02cbf23f3eb3b4669d26bc62e184bb4e8ce97
300,Ramses Shaffy,Laat Me,1978,https://www.youtube.com/watch?v=fyTvY_7ws30,Ramses Shaffy - Laat me (1978),9e013ac3e8a8b5a3b067d4a1883e3c905ef03505808382994abd544608c2c0f1
301,Portugal. The Man,Feel It Still,2017,https://www.youtube.com/watch?v=pBkHHoOIIn8,Portugal. The Man - Feel It Still (Official Music Video),41f3b97a59fc7399d62a5ccc6e474e731252fc45140ffba9fee0f990df182135
302,Boudewijn de Groot,Een Meisje Van Zestien,1965,https://www.youtube.com/watch?v=AEhNdxdUow4,Boudewijn de Groot - Meisje van Zestien,a7d663cf8e29798c357c506fe655d4f65eb400b8eb72295085ef3dd25f8fc0bc
303,The Champs,Tequila,1958,https://www.youtube.com/watch?v=4hswHOEQfj8,Tequila,28035f660a05e7001d76f699a34fe57dc949843c8347fcbd8ec4cc45ae461278
304,Golden Earring,Radar Love,1973,https://www.youtube.com/watch?v=aRlSHG5hRY4,Golden Earring - Radar Love (Official Music Video [HD]),7c99faba83f687750fd68d4e219b630fa0f11d9fb60fc18349e72251c145a10e
305,The Cats,Sure He's A Cat,1967,https://www.youtube.com/watch?v=r8yr4Kcg1JU,The Cats - Sure he's a cat - 1967,90fbbe8cc888fd61b6823ab8f25282d80cb7ac832d5375c1545d4ec9b23a39bf
306,The Beatles,Let It Be,1970,https://www.youtube.com/watch?v=QDYfEBY9NM4,Let It Be (Remastered 2009),5f5855eebb574ab6ec7a8af0d1fd494ba2435a62a040419d091498dbc6f4119f
307,Percy Sledge,When A Man Loves A Woman,1966,https://www.youtube.com/watch?v=KwPxhWU1koE,When a Man Loves a Woman (2000 Remaster),e8c2bb797c94d52041f98eebc654fba91b531ab51bed7c40605ef53dd46462cf
308,Owl City,Fireflies,2009,https://www.youtube.com/watch?v=QBgl4rVz3Ks,Owl City - Fireflies (Lyrics),ef6df7d4c2f07b74b785109a3902333072d9c5869548d6d15338cc0463e12798
